"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL496743";"";"None";"478.53";"0";"4.45";"164";"COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c1C";"IC50";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"5.5"
"CHEMBL65458";"";"None";"460.32";"1";"5.28";"7";"Cc1oc(-c2ccc(Br)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1";"IC50";"'='";"4556.0";"nM";"5.34";"";"";"UO_0000065";"11.60";"0.25";"0.06";"6.53";"0";"CHEMBL824659";"Binding affinity at human peroxidase proliferator activated receptor gamma (hPPARgamma)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134506";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"4556.0"
"CHEMBL516129";"";"None";"429.52";"0";"4.95";"75";"Cc1oc(-c2ccccc2)nc1CN(C)Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL980390";"Displacement of [3H]darglitazone from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157199";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"100.0"
"CHEMBL178236";"";"None";"541.52";"2";"6.38";"26";"CCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"15.74";"0.30";"2.14";"9.80";"0";"CHEMBL827222";"In vitro inhibition of human Peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142834";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.003"
"CHEMBL360240";"";"None";"474.86";"1";"5.30";"43";"C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"11.00";"0.22";"-0.08";"7.04";"0";"CHEMBL828475";"In vitro binding affinity against human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"6.0"
"CHEMBL179180";"";"None";"488.89";"1";"5.69";"30";"CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1";"IC50";"'='";"990.0";"nM";"6.00";"";"";"UO_0000065";"12.28";"0.25";"0.31";"8.09";"0";"CHEMBL828475";"In vitro binding affinity against human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.99"
"CHEMBL182200";"";"None";"487.04";"1";"7.04";"53";"CC1(C)CCC(c2ccc(OCCCOc3ccc4c(c3)O[C@@](C)(C(=O)O)CC4)c(Cl)c2)CC1";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"10.66";"0.21";"-1.85";"7.99";"0";"CHEMBL828475";"In vitro binding affinity against human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"6.4"
"CHEMBL360246";"";"None";"486.92";"1";"6.29";"54";"C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"12.42";"0.24";"-0.24";"8.15";"0";"CHEMBL828475";"In vitro binding affinity against human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.9"
"CHEMBL237307";"";"None";"519.49";"2";"6.43";"8";"Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc1Oc1ccc(OC(C)(C)C(=O)O)c(C)c1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"8.301"
"CHEMBL236877";"";"None";"566.37";"2";"6.74";"24";"Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Br)c2)ccc1OC(C)(C)C(=O)O";"IC50";"'='";"11.99";"nM";"7.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"7.921"
"CHEMBL3398431";"";"None";"526.59";"2";"5.96";"2b";"Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"12.57";"0.23";"0.66";"6.48";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.24"
"CHEMBL3398428";"";"None";"464.52";"0";"4.53";"1e";"CCOC(=O)N1C[C@H](C(=O)O)[C@@H](c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"10.0"
"CHEMBL3398425";"";"None";"512.56";"2";"5.57";"1b";"Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"10.0"
"CHEMBL3398446";"";"None";"552.55";"2";"5.46";"4d";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"13.39";"0.25";"1.94";"7.28";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.04"
"CHEMBL109241";"";"None";"500.95";"2";"6.68";"49 (S)";"CC[C@@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"10.69";"0.21";"-1.32";"7.22";"0";"CHEMBL759451";"In vitro binding affinity for human peroxisome proliferator activated receptor gamma using scintillation proximity assay (SPA)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149176";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"4.4"
"CHEMBL427520";"";"None";"284.31";"0";"3.48";"32";"CCC(=O)c1ccc(OC(C(=O)O)c2ccccc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"50.0"
"CHEMBL366220";"";"None";"353.20";"0";"4.79";"35";"CCC(=O)c1cc(Cl)c(OC(C(=O)O)c2ccccc2)c(Cl)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"50.0"
"CHEMBL3398435";"";"None";"526.59";"2";"5.96";"2f";"Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)cc1";"IC50";"'='";"8310.0";"nM";"5.08";"";"";"UO_0000065";"9.65";"0.18";"-0.88";"4.98";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"8.31"
"CHEMBL460072";"";"None";"492.50";"0";"4.63";"7h";"COc1ccc(C(=O)c2c(C)n(Cc3ccc(F)c(O[C@@H](C)C(=O)O)c3)c3nc(OC)ccc23)cc1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"18.27";"0.34";"4.37";"9.01";"0";"CHEMBL980782";"Displacement of [3H]2AD-5075 from GST-tagged human PPARgamma receptor expressed in Escherichia coli BL21";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"1.0"
"CHEMBL598372";"";"None";"406.81";"0";"3.35";"17";"O=C(NCCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1071680";"Inhibition of human PPARgamma receptor by ligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157541";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"5.0"
"CHEMBL1524829";"";"None";"510.48";"0";"4.88";"SID91762737";"Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(C)o3)sc2c1.O=C(O)C(=O)O";"IC50";"";"30000.0";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738431";"PUBCHEM_BIOASSAY: Fluorescence-polarization-based biochemical polarscreen dose response binding assay for partial agonists of the peroxisome proliferator-activated receptor gamma (PPARg). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1808, AID504735]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"30.0"
"CHEMBL552240";"";"None";"545.94";"2";"7.02";"12d";"CC[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"14.74";"0.29";"1.03";"10.35";"0";"CHEMBL1035292";"Inhibition of human PPARgamma receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158459";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"9.0"
"CHEMBL236664";"";"None";"501.50";"2";"6.29";"6";"Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"16.04";"0.31";"1.76";"9.48";"0";"CHEMBL902597";"Displacement of [3H]2-methyl-2-(4-{3-{propyl-(5-pyridin-2-yl-thiophene-2-sulfonyl)-amino}-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"9.0"
"CHEMBL1946756";"";"None";"577.90";"2";"5.39";"38";"COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)noc2c1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"14.70";"0.29";"3.10";"7.20";"0";"CHEMBL1947820";"Binding affinity to human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944523";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"3.2"
"CHEMBL383728";"";"None";"460.45";"1";"5.85";"15";"CCCc1c(OCCCn2ccc3cc(CC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"12.43";"0.24";"-0.13";"7.38";"0";"CHEMBL870177";"Inhibition of PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1900.0"
"CHEMBL122418";"";"None";"481.66";"1";"6.63";"10";"CCCc1cc(CC2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"59.0";"nM";"7.23";"";"";"UO_0000065";"15.01";"0.29";"0.60";"11.19";"0";"CHEMBL759453";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136294";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.059"
"CHEMBL196775";"";"None";"504.51";"2";"6.47";"18";"CCCc1c(OCCCCCOc2cccc3c2ccn3CC(=O)O)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"1784.0";"nM";"5.75";"";"";"UO_0000065";"11.39";"0.22";"-0.72";"6.63";"0";"CHEMBL861059";"Displacement of [3H]rosiglitazone from human PPAR gamma by SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140430";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.784"
"CHEMBL197527";"";"None";"504.51";"2";"6.64";"26";"CCCc1c(OCCCOc2ccc3c(ccn3C(CC)C(=O)O)c2)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"1709.0";"nM";"5.77";"";"";"UO_0000065";"11.43";"0.22";"-0.87";"6.65";"0";"CHEMBL861059";"Displacement of [3H]rosiglitazone from human PPAR gamma by SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140430";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.709"
"CHEMBL3343011";"";"None";"270.28";"0";"2.76";"Dihydroformononetin";"COc1ccc(C2COc3cc(O)ccc3C2=O)cc1";"IC50";"'='";"124000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377679";"Binding affinity to PPAR-gamma (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352398";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"124.0"
"CHEMBL301156";"";"None";"491.61";"1";"6.69";"12";"CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc(C2SC(=O)NC2=O)cc1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"11.23";"0.22";"-1.17";"7.48";"0";"CHEMBL757883";"In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"3.0"
"CHEMBL2037079";"";"None";"460.83";"0";"4.91";"57";"O=C(O)[C@@H]1CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1";"IC50";"'='";"4102.04";"nM";"5.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"5.387"
"CHEMBL435343";"";"None";"425.31";"1";"5.40";"62";"CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Cl)cc3Cl)cc2O1";"IC50";"'='";"2897.34";"nM";"5.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"5.538"
"CHEMBL187557";"";"None";"410.55";"1";"6.51";"40";"CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"17.35";"0.32";"0.61";"11.20";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.075"
"CHEMBL521462";"";"None";"465.57";"1";"5.91";"rac-2Ca";"CCCOC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"18.04";"0.35";"2.49";"10.27";"0";"CHEMBL983195";"Displacement of radio labeled 2(S)-(2-benzoyl-phenylamino)-3-{4-[1,1-ditritio-2-(5-methyl-2-phenyl-oxazol-4-yl)-ethoxy]-phenyl}-propionic acid from GST-fused human PPARgamma expressed in Escherichia coli BL21 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138459";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.004"
